location,description
EGT0074-EV-BTL01GU101,AC Charger 22kW 1
EGT0074-EV-BTL01GU101-H01,SIM for Charger 1
EGT0074-EV-BTL01GU102-A51,AC Charger Charging Gun
EGT0074-EV-CYA01GH001,Consumer Unit
EGT0074-EV-CYA01GN101,CCTV 1
EGT0074-EV-CYA01GN201,NVR
EGT0074-EV-CYA01GU001,UPS
EGT0075-EV,EVCS Elex @ Khao Kheow Open Zoo
EGT0075-EV-UMC01GH001,Logo Sign
EGT0075-EV-UMC01BB001,Fire Extinguisher 1
EGT0075-EV-AJA01GT001,Transformer
EGT0075-EV-BTL01GU101,AC Charger 22kW 1
EGT0076-EV,EVCS Elex @ Chiang Mai Zoo
EGT0076-EV-UMC01GH001,Logo Sign
EGT0076-EV-UMC01BB001,Fire Extinguisher 1
EGT0076-EV-AJA01GT001,Transformer
EGT0076-EV-BTL01GU101,AC Charger 22kW 1
EGT0076-EV-BTL01GU101-H01,SIM for Charger 1
EGT0076-EV-BTL01GU102-A51,AC Charger Charging Gun
EGT0076-EV-BTL01GU103,AC Charger 22kW 3
EGT0076-EV-BTL01GU103-H01,SIM for Charger 3
EGT0076-EV-CYA01GN001,Router & POE Switch
EGT0076-EV-CYA01GN102,CCTV 2
EGT0076-EV-CYA01GN301,SIM for Router
EGT0076-EV-BJB01GH001,Lighting
EGT0077,J Park Sri Racha
EGT0077-EV-UMC01US002,Parking lot
EGT0077-EV-UMC01GH002,Main Structure (AC)
EGT0077-EV-UMC01BB002,Fire Extinguisher 2
EGT0077-EV-BFA01GH001,MDB
EGT0077-EV-BTL01GU101-A51,AC Charger Charging Gun
EGT0077-EV-BTL01GU102,AC Charger 22kW 2
EGT0077-EV-BTL01GU102-H01,SIM for Charger 2
EGT0077-EV-BTL01GU103-A51,AC Charger Charging Gun
EGT0077-EV-CYA01GH001,Consumer Unit
EGT0077-EV-CYA01GN101,CCTV 1
EGT0077-EV-CYA01GN201,NVR
EGT0077-EV-CYA01GU001,UPS
EGT0078-EV,EVCS Elex @ Mae Hong Son
EGT0078-EV-BTL01GU201,DC Charger 125kW
EGT0078-EV-BTL01GU201-A11,DC Charger Controller
EGT0078-EV-BTL01GU201-A31,DC Charger Meter
EGT0078-EV-BTL01GU201-A51,DC Charger Charging Gun
EGT0078-EV-BTL01GU201-A71,DC Charger Breaker (CB DS MS RCD)
EGT0078-EV-BTL01GU201-A91,DC Charger Power Supply
EGT0078-EV-BTL01GU201-F11,DC Charger IMD
EGT0078-EV-BTL01GU201-H01,SIM for Charger
EGT0078-EV-CYA01GN001,Router & POE Switch
EGT0078-EV-CYA01GN102,CCTV 2
EGT0078-EV-CYA01GN301,SIM for Router
EGT0078-EV-BJB01GH001,Lighting
EGT0079,Phara Racha Wang Derm_Royal Thai Navy
EGT0079-EV-UMC01US002,Parking lot
EGT0079-EV-UMC01GH002,Main Structure (AC)
EGT0079-EV-UMC01BB002,Fire Extinguisher 2
EGT0079-EV-BFA01GH001,MDB
EGT0079-EV-BTL01GU101-A51,AC Charger Charging Gun
EGT0079-EV-BTL01GU102,AC Charger 22kW 2
EGT0079-EV-BTL01GU102-H01,SIM for Charger 2
EGT0079-EV-CYA01GN001,Router & POE Switch
EGT0079-EV-CYA01GN102,CCTV 2
EGT0079-EV-CYA01GN301,SIM for Router
EGT0079-EV-BJB01GH001,Lighting
EGT0080,Royal Thai Airforce
EGT0080-EV-UMC01US002,Parking lot
EGT0080-EV-UMC01GH002,Main Structure (AC)
EGT0080-EV-UMC01BB002,Fire Extinguisher 2
EGT0080-EV-BFA01GH001,MDB
EGT0080-EV-BTL01GU101-A51,AC Charger Charging Gun
EGT0080-EV-BTL01GU102,AC Charger 22kW 2
EGT0080-EV-BTL01GU102-H01,SIM for Charger 2
EGT0080-EV-BTL01GU103-A51,AC Charger Charging Gun
EGT0080-EV-BTL01GU104,AC Charger 22kW 4
EGT0080-EV-BTL01GU104-H01,SIM for Charger 4
EGT0083-EV-BFA01GH001,MDB
EGT0083-EV-BTL01GU201,DC Charger 125kW
EGT0083-EV-BTL01GU201-A01,DC Charger Power Module
EGT0083-EV-BTL01GU201-A11,DC Charger Controller
EGT0083-EV-BTL01GU201-A21,DC Charger Auxillary
EGT0083-EV-BTL01GU201-A31,DC Charger Meter
EGT0083-EV-BTL01GU201-A41,DC Charger Filter
EGT0083-EV-BTL01GU201-A51,DC Charger Charging Gun
EGT0083-EV-BTL01GU201-A61,DC Charger Contactor
EGT0083-EV-BTL01GU201-A71,DC Charger Breaker (CB DS MS RCD)
EGT0083-EV-BTL01GU201-A81,DC Charger SECC
EGT0083-EV-BTL01GU201-A91,DC Charger Power Supply
EGT0083-EV-BTL01GU201-F01,DC Charger DC Fuse
EGT0083-EV-BTL01GU201-F11,DC Charger IMD
EGT0083-EV-BTL01GU201-E01,DC Charger HMI
EGT0083-EV-BTL01GU201-H01,SIM for Charger
EGT0083-EV-CYA01GH001,Consumer Unit
EGT0083-EV-CYA01GN001,Router & POE Switch
EGT0083-EV-CYA01GN101,CCTV 1
EGT0076-EV-UMC01US002,Parking lot
EGT0076-EV-UMC01GH002,Main Structure (AC)
EGT0076-EV-UMC01BB002,Fire Extinguisher 2
EGT0076-EV-BFA01GH001,MDB
EGT0076-EV-BTL01GU101-A51,AC Charger Charging Gun
EGT0076-EV-BTL01GU102,AC Charger 22kW 2
EGT0076-EV-BTL01GU102-H01,SIM for Charger 2
EGT0076-EV-BTL01GU103-A51,AC Charger Charging Gun
EGT0076-EV-CYA01GH001,Consumer Unit
EGT0076-EV-CYA01GN101,CCTV 1
EGT0076-EV-CYA01GN201,NVR
EGT0076-EV-CYA01GU001,UPS
EGT0077-EV,EVCS Elex @ J Park Sri Racha
EGT0077-EV-UMC01GH001,Logo Sign
EGT0077-EV-UMC01BB001,Fire Extinguisher 1
EGT0077-EV-AJA01GT001,Transformer
EGT0077-EV-BTL01GU101,AC Charger 22kW 1
EGT0077-EV-BTL01GU101-H01,SIM for Charger 1
EGT0077-EV-BTL01GU102-A51,AC Charger Charging Gun
EGT0077-EV-BTL01GU103,AC Charger 22kW 3
EGT0077-EV-BTL01GU103-H01,SIM for Charger 3
EGT0077-EV-CYA01GN001,Router & POE Switch
EGT0077-EV-CYA01GN102,CCTV 2
EGT0077-EV-CYA01GN301,SIM for Router
EGT0077-EV-BJB01GH001,Lighting
EGT0078,Mae Hong Son
EGT0078-EV-UMC01US002,Parking lot
EGT0078-EV-UMC01GH002,Main Structure (AC)
EGT0078-EV-UMC01BB002,Fire Extinguisher 2
EGT0078-EV-BFA01GH001,MDB
EGT0078-EV-BTL01GU201-A01,DC Charger Power Module
EGT0078-EV-BTL01GU201-A21,DC Charger Auxillary
EGT0078-EV-BTL01GU201-A41,DC Charger Filter
EGT0078-EV-BTL01GU201-A61,DC Charger Contactor
EGT0078-EV-BTL01GU201-A81,DC Charger SECC
EGT0078-EV-BTL01GU201-F01,DC Charger DC Fuse
EGT0078-EV-BTL01GU201-E01,DC Charger HMI
EGT0078-EV-CYA01GH001,Consumer Unit
EGT0078-EV-CYA01GN101,CCTV 1
EGT0078-EV-CYA01GN201,NVR
EGT0078-EV-CYA01GU001,UPS
EGT0079-EV,EVCS Elex @ Phara Racha Wang Derm_Royal Thai Navy
EGT0079-EV-UMC01GH001,Logo Sign
EGT0079-EV-UMC01BB001,Fire Extinguisher 1
EGT0079-EV-AJA01GT001,Transformer
EGT0079-EV-BTL01GU101,AC Charger 22kW 1
EGT0079-EV-BTL01GU101-H01,SIM for Charger 1
EGT0079-EV-BTL01GU102-A51,AC Charger Charging Gun
EGT0079-EV-CYA01GH001,Consumer Unit
EGT0079-EV-CYA01GN101,CCTV 1
EGT0079-EV-CYA01GN201,NVR
EGT0079-EV-CYA01GU001,UPS
EGT0080-EV,EVCS Elex @ Royal Thai Airforce
EGT0080-EV-UMC01GH001,Logo Sign
EGT0080-EV-UMC01BB001,Fire Extinguisher 1
EGT0080-EV-AJA01GT001,Transformer
EGT0080-EV-BTL01GU101,AC Charger 22kW 1
EGT0080-EV-BTL01GU101-H01,SIM for Charger 1
EGT0080-EV-BTL01GU102-A51,AC Charger Charging Gun
EGT0080-EV-BTL01GU103,AC Charger 22kW 3
EGT0080-EV-BTL01GU103-H01,SIM for Charger 3
EGT0080-EV-BTL01GU104-A51,AC Charger Charging Gun
EGT0080-EV-CYA01GH001,Consumer Unit
EGT0080-EV-CYA01GN001,Router & POE Switch
EGT0080-EV-CYA01GN101,CCTV 1
EGT0080-EV-CYA01GN102,CCTV 2
EGT0080-EV-CYA01GN201,NVR
EGT0080-EV-CYA01GN301,SIM for Router
EGT0080-EV-CYA01GU001,UPS
EGT0080-EV-BJB01GH001,Lighting
EGT0081,One Nimman Chiangmai
EGT0081-EV,EVCS Elex @ One Nimman Chiangmai
EGT0081-EV-UMC01US002,Parking lot
EGT0081-EV-UMC01GH001,Logo Sign
EGT0081-EV-UMC01GH002,Main Structure (AC)
EGT0081-EV-UMC01BB001,Fire Extinguisher 1
EGT0081-EV-UMC01BB002,Fire Extinguisher 2
EGT0081-EV-AJA01GT001,Transformer
EGT0081-EV-BFA01GH001,MDB
EGT0081-EV-BTL01GU201,DC Charger 125kW
EGT0081-EV-BTL01GU201-A01,DC Charger Power Module
EGT0081-EV-BTL01GU201-A11,DC Charger Controller
EGT0081-EV-BTL01GU201-A21,DC Charger Auxillary
EGT0081-EV-BTL01GU201-A31,DC Charger Meter
EGT0081-EV-BTL01GU201-A41,DC Charger Filter
EGT0081-EV-BTL01GU201-A51,DC Charger Charging Gun
EGT0081-EV-BTL01GU201-A61,DC Charger Contactor
EGT0081-EV-BTL01GU201-A71,DC Charger Breaker (CB DS MS RCD)
EGT0081-EV-BTL01GU201-A81,DC Charger SECC
EGT0081-EV-BTL01GU201-A91,DC Charger Power Supply
EGT0081-EV-BTL01GU201-F01,DC Charger DC Fuse
EGT0081-EV-BTL01GU201-F11,DC Charger IMD
EGT0081-EV-BTL01GU201-E01,DC Charger HMI
EGT0081-EV-BTL01GU201-H01,SIM for Charger
EGT0081-EV-CYA01GH001,Consumer Unit
EGT0081-EV-CYA01GN001,Router & POE Switch
EGT0081-EV-CYA01GN101,CCTV 1
EGT0081-EV-CYA01GN102,CCTV 2
EGT0081-EV-CYA01GN201,NVR
EGT0081-EV-CYA01GN301,SIM for Router
EGT0081-EV-CYA01GU001,UPS
EGT0081-EV-BJB01GH001,Lighting
EGT0082,MRT Yak Non Outdoor
EGT0082-EV,EVCS Elex @ MRT Yak Non Outdoor
EGT0082-EV-UMC01US002,Parking lot
EGT0082-EV-UMC01GH001,Logo Sign
EGT0082-EV-UMC01GH002,Main Structure (AC)
EGT0082-EV-UMC01BB001,Fire Extinguisher 1
EGT0078-EV-UMC01GH001,Logo Sign
EGT0078-EV-UMC01BB001,Fire Extinguisher 1
EGT0078-EV-AJA01GT001,Transformer
EGT0082-EV-UMC01BB002,Fire Extinguisher 2
EGT0082-EV-AJA01GT001,Transformer
EGT0082-EV-BFA01GH001,MDB
EGT0082-EV-BTL01GU101,AC Charger 22kW 1
EGT0082-EV-BTL01GU101-A51,AC Charger Charging Gun
EGT0082-EV-BTL01GU101-H01,SIM for Charger 1
EGT0082-EV-BTL01GU102,AC Charger 22kW 2
EGT0082-EV-BTL01GU102-A51,AC Charger Charging Gun
EGT0082-EV-BTL01GU102-H01,SIM for Charger 2
EGT0082-EV-CYA01GH001,Consumer Unit
EGT0082-EV-CYA01GN001,Router & POE Switch
EGT0082-EV-CYA01GN101,CCTV 1
EGT0082-EV-CYA01GN102,CCTV 2
EGT0082-EV-CYA01GN201,NVR
EGT0082-EV-CYA01GN301,SIM for Router
EGT0082-EV-CYA01GU001,UPS
EGT0082-EV-BJB01GH001,Lighting
EGT0083,Porto Go Tha Chin
EGT0083-EV,EVCS Elex @ Porto Go Tha Chin
EGT0083-EV-UMC01US002,Parking lot
EGT0083-EV-UMC01GH001,Logo Sign
EGT0083-EV-UMC01GH002,Main Structure (AC)
EGT0083-EV-UMC01BB001,Fire Extinguisher 1
EGT0083-EV-UMC01BB002,Fire Extinguisher 2
EGT0083-EV-AJA01GT001,Transformer
EGT0084-EV-UMC01BB002,Fire Extinguisher 2
EGT0084-EV-BTL01GU110-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU111,AC Charger 22kW 11
EGT0084-EV-BTL01GU111-H01,SIM for Charger 11
EGT0084-EV-BTL01GU112-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU113,AC Charger 22kW 13
EGT0084-EV-BTL01GU115-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU116,AC Charger 22kW 15
EGT0084-EV-BTL01GU116-H01,SIM for Charger 15
EGT0084-EV-BTL01GU117-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU118,AC Charger 22kW 17
EGT0084-EV-BTL01GU118-H01,SIM for Charger 17
EGT0084-EV-BTL01GU119-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU120,AC Charger 22kW 19
EGT0084-EV-BTL01GU154,AC Charger 22kW 54
EGT0084-EV-BTL01GU154-H01,SIM for Charger 54
EGT0084-EV-BTL01GU155-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU156,AC Charger 22kW 56
EGT0084-EV-BTL01GU156-H01,SIM for Charger 56
EGT0084-EV-BTL01GU157-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU158,AC Charger 22kW 58
EGT0084-EV-BTL01GU158-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU158-H01,SIM for Charger 58
EGT0084-EV-BTL01GU159,AC Charger 22kW 59
EGT0084-EV-BTL01GU159-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU159-H01,SIM for Charger 59
EGT0084-EV-BTL01GU160,AC Charger 22kW 60
EGT0083-EV-CYA01GN102,CCTV 2
EGT0084-EV,EVCS Elex @ EV Charging Floor
EGT0084-EV-BTL01GU108,AC Charger 22kW 8
EGT0084-EV-BTL01GU108-H01,SIM for Charger 8
EGT0084-EV-BTL01GU109-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU120-H01,SIM for Charger 19
EGT0084-EV-BTL01GU121-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU122,AC Charger 22kW 21
EGT0084-EV-BTL01GU146-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU147,AC Charger 22kW 47
EGT0084-EV-BTL01GU147-H01,SIM for Charger 47
EGT0084-EV-BTL01GU148-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU149,AC Charger 22kW 49
EGT0084-EV-BTL01GU149-H01,SIM for Charger 49
EGT0084-EV-BTL01GU150-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU151,AC Charger 22kW 51
EGT0084-EV-BTL01GU151-H01,SIM for Charger 51
EGT0084-EV-BTL01GU152-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU153,AC Charger 22kW 53
EGT0084-EV-BTL01GU153-H01,SIM for Charger 53
EGT0084-EV-BTL01GU154-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU155,AC Charger 22kW 55
EGT0084-EV-BTL01GU155-H01,SIM for Charger 55
EGT0084-EV-BTL01GU156-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU157,AC Charger 22kW 57
EGT0084-EV-BTL01GU157-H01,SIM for Charger 57
EGT0084-EV-BTL01GU160-A51,AC Charger Charging Gun
EGT0083-EV-CYA01GN201,NVR
EGT0083-EV-CYA01GN301,SIM for Router
EGT0084-EV-UMC01US002,Parking lot
EGT0084-EV-UMC01GH001,Logo Sign
EGT0084-EV-BTL01GU101,AC Charger 22kW 1
EGT0084-EV-BTL01GU101-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU101-H01,SIM for Charger 1
EGT0084-EV-BTL01GU102,AC Charger 22kW 2
EGT0084-EV-BTL01GU102-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU102-H01,SIM for Charger 2
EGT0084-EV-BTL01GU103,AC Charger 22kW 3
EGT0084-EV-BTL01GU103-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU103-H01,SIM for Charger 3
EGT0084-EV-BTL01GU104,AC Charger 22kW 4
EGT0084-EV-BTL01GU104-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU104-H01,SIM for Charger 4
EGT0084-EV-BTL01GU105,AC Charger 22kW 5
EGT0084-EV-BTL01GU105-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU105-H01,SIM for Charger 5
EGT0084-EV-BTL01GU106,AC Charger 22kW 6
EGT0084-EV-BTL01GU106-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU106-H01,SIM for Charger 6
EGT0084-EV-BTL01GU107,AC Charger 22kW 7
EGT0084-EV-BTL01GU107-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU107-H01,SIM for Charger 7
EGT0084-EV-BTL01GU108-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU109,AC Charger 22kW 9
EGT0083-EV-BJB01GH001,Lighting
EGT0084-EV-UMC01BB001,Fire Extinguisher 1
EGT0084-EV-BFA01GH001,MDB
EGT0084-EV-BTL01GU110-H01,SIM for Charger 10
EGT0084-EV-BTL01GU111-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU112,AC Charger 22kW 12
EGT0084-EV-BTL01GU112-H01,SIM for Charger 12
EGT0084-EV-BTL01GU113-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU115,AC Charger 22kW 14
EGT0084-EV-BTL01GU115-H01,SIM for Charger 14
EGT0084-EV-BTL01GU116-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU117,AC Charger 22kW 16
EGT0084-EV-BTL01GU117-H01,SIM for Charger 16
EGT0084-EV-BTL01GU118-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU119,AC Charger 22kW 18
EGT0084-EV-BTL01GU119-H01,SIM for Charger 18
EGT0084-EV-BTL01GU123,AC Charger 22kW 22
EGT0084-EV-BTL01GU123-H01,SIM for Charger 22
EGT0084-EV-BTL01GU124-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU125,AC Charger 22kW 24
EGT0084-EV-BTL01GU125-H01,SIM for Charger 24
EGT0084-EV-BTL01GU126-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU127-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU127-H01,SIM for Charger 27
EGT0084-EV-BTL01GU128-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU129,AC Charger 22kW 29
EGT0084-EV-BTL01GU129-H01,SIM for Charger 29
EGT0083-EV-CYA01GU001,UPS
EGT0084-EV-UMC01GH002,Main Structure (AC)
EGT0084-EV-BTL01GU109-H01,SIM for Charger 9
EGT0084-EV-BTL01GU120-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU121,AC Charger 22kW 20
EGT0084-EV-BTL01GU121-H01,SIM for Charger 20
EGT0084-EV-BTL01GU122-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU122-H01,SIM for Charger 21
EGT0084-EV-BTL01GU123-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU124,AC Charger 22kW 23
EGT0084-EV-BTL01GU124-H01,SIM for Charger 23
EGT0084-EV-BTL01GU125-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU126,AC Charger 22kW 26
EGT0084-EV-BTL01GU126-H01,SIM for Charger 26
EGT0084-EV-BTL01GU127,AC Charger 22kW 27
EGT0084-EV-BTL01GU130-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU131,AC Charger 22kW 31
EGT0084-EV-BTL01GU131-H01,SIM for Charger 31
EGT0084-EV-BTL01GU132-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU133,AC Charger 22kW 33
EGT0084-EV-BTL01GU133-H01,SIM for Charger 33
EGT0084-EV-BTL01GU134-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU135,AC Charger 22kW 35
EGT0084-EV-BTL01GU135-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU135-H01,SIM for Charger 35
EGT0084-EV-BTL01GU136,AC Charger 22kW 36
EGT0084-EV-BTL01GU136-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU136-H01,SIM for Charger 36
EGT0084-EV-BTL01GU137,AC Charger 22kW 37
EGT0084-EV-BTL01GU137-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU137-H01,SIM for Charger 37
EGT0084-EV-BTL01GU138,AC Charger 22kW 38
EGT0084-EV-BTL01GU138-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU138-H01,SIM for Charger 38
EGT0084-EV-BTL01GU139,AC Charger 22kW 39
EGT0084-EV-BTL01GU139-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU139-H01,SIM for Charger 39
EGT0084-EV-BTL01GU140,AC Charger 22kW 40
EGT0084-EV-BTL01GU140-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU140-H01,SIM for Charger 40
EGT0084-EV-BTL01GU141,AC Charger 22kW 41
EGT0084-EV-BTL01GU141-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU141-H01,SIM for Charger 41
EGT0084-EV-BTL01GU142,AC Charger 22kW 42
EGT0084-EV-BTL01GU142-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU142-H01,SIM for Charger 42
EGT0084-EV-BTL01GU143,AC Charger 22kW 43
EGT0084-EV-BTL01GU143-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU143-H01,SIM for Charger 43
EGT0084-EV-BTL01GU144,AC Charger 22kW 44
EGT0084-EV-BTL01GU144-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU144-H01,SIM for Charger 44
EGT0084-EV-BTL01GU145,AC Charger 22kW 45
EGT0084-EV-BTL01GU145-A51,AC Charger Charging Gun
EGT0084,EV Charging Floor
EGT0084-EV-AJA01GT001,Transformer
EGT0084-EV-BTL01GU110,AC Charger 22kW 10
EGT0084-EV-BTL01GU128,AC Charger 22kW 28
EGT0084-EV-BTL01GU128-H01,SIM for Charger 28
EGT0084-EV-BTL01GU129-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU130,AC Charger 22kW 30
EGT0084-EV-BTL01GU130-H01,SIM for Charger 30
EGT0084-EV-BTL01GU131-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU132,AC Charger 22kW 32
EGT0084-EV-BTL01GU132-H01,SIM for Charger 32
EGT0084-EV-BTL01GU133-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU134,AC Charger 22kW 34
EGT0084-EV-BTL01GU134-H01,SIM for Charger 34
EGT0084-EV-BTL01GU145-H01,SIM for Charger 45
EGT0084-EV-BTL01GU146,AC Charger 22kW 46
EGT0084-EV-BTL01GU146-H01,SIM for Charger 46
EGT0084-EV-BTL01GU147-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU148,AC Charger 22kW 48
EGT0084-EV-BTL01GU148-H01,SIM for Charger 48
EGT0084-EV-BTL01GU149-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU150,AC Charger 22kW 50
EGT0084-EV-BTL01GU150-H01,SIM for Charger 50
EGT0084-EV-BTL01GU151-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU152,AC Charger 22kW 52
EGT0084-EV-BTL01GU152-H01,SIM for Charger 52
EGT0084-EV-BTL01GU153-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU162,AC Charger 22kW 62
EGT0084-EV-BTL01GU162-H01,SIM for Charger 62
EGT0084-EV-BTL01GU163-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU164,AC Charger 22kW 64
EGT0084-EV-BTL01GU164-H01,SIM for Charger 64
EGT0084-EV-BTL01GU165-A51,AC Charger Charging Gun
EGT0084-EV-BTL01GU166,AC Charger 22kW 66
PTG0089-EV-BTL01GU201,DC Charger 125kW
PTG0089-EV-BTL01GU201-A11,DC Charger Controller
PTG0089-EV-BTL01GU201-A31,DC Charger Meter
PTG0089-EV-BTL01GU201-A51,DC Charger Charging Gun
PTG0089-EV-BTL01GU201-A71,DC Charger Breaker (CB DS MS RCD)
PTG0089-EV-BTL01GU201-A91,DC Charger Power Supply
PTG0089-EV-BTL01GU201-F11,DC Charger IMD
PTG0089-EV-BTL01GU201-H01,SIM for Charger
PTG0089-EV-CYA01GN001,Router & POE Switch
PTG0089-EV-CYA01GN102,CCTV 2
PTG0089-EV-CYA01GN301,SIM for Router
PTG0089-EV-BJB01GH001,Lighting
PTG0090,PTG Nakornnayok
PTG0090-EV-UMC01US001,Main Structure
PTG0090-EV-UMC01GH001,Logo Sign
PTG0090-EV-UMC01BB002,Fire Extinguisher 2
PTG0090-EV-BFA01GH001,MDB
PTG0090-EV-BTL01GU201-A01,DC Charger Power Module
PTG0090-EV-BTL01GU201-A21,DC Charger Auxillary
PTG0090-EV-CYA01GN001,Router & POE Switch
EGT0085-EV-CYA01GN101,CCTV 1
EGT0085-EV-CYA01GN201,NVR
EGT0085-EV-CYA01GU001,UPS
EGT0086-EV,EVCS Elex @ MRT Sam Yan
EGT0086-EV-UMC01GH001,Logo Sign
EGT0086-EV-UMC01BB001,Fire Extinguisher 1
EGT0086-EV-AJA01GT001,Transformer
EGT0086-EV-BTL01GU101,AC Charger 22kW 1
EGT0086-EV-BTL01GU101-H01,SIM for Charger 1
EGT0086-EV-BTL01GU102-A51,AC Charger Charging Gun
EGT0086-EV-CYA01GH001,Consumer Unit
EGT0086-EV-CYA01GN101,CCTV 1
EGT0086-EV-CYA01GN201,NVR
EGT0086-EV-CYA01GU001,UPS
PTG0087-EV,EVCS Elex @ PTG Khon Kaen 10
PTG0087-EV-UMC01US002,Parking lot
PTG0087-EV-UMC01BB001,Fire Extinguisher 1
PTG0087-EV-AJA01GT001,Transformer
PTG0087-EV-BTL01GU201,DC Charger 125kW
PTG0087-EV-BTL01GU201-A11,DC Charger Controller
PTG0087-EV-BTL01GU201-A31,DC Charger Meter
PTG0087-EV-BTL01GU201-A51,DC Charger Charging Gun
PTG0087-EV-BTL01GU201-A71,DC Charger Breaker (CB DS MS RCD)
PTG0087-EV-BTL01GU201-A91,DC Charger Power Supply
PTG0087-EV-BTL01GU201-F11,DC Charger IMD
PTG0087-EV-BTL01GU201-H01,SIM for Charger
PTG0087-EV-CYA01GN001,Router & POE Switch
PTG0087-EV-CYA01GN102,CCTV 2
PTG0087-EV-CYA01GN301,SIM for Router
PTG0090-EV-CYA01GN101,CCTV 1
PTG0090-EV-CYA01GN102,CCTV 2
PTG0090-EV-CYA01GN201,NVR
PTG0090-EV-CYA01GN301,SIM for Router
PTG0090-EV-CYA01GU001,UPS
PTG0090-EV-BJB01GH001,Lighting
PTG0091,PTG Nakhonsithammarat 4
PTG0091-EV,EVCS Elex @ PTG Nakhonsithammarat 4
PTG0091-EV-UMC01US001,Main Structure
PTG0091-EV-UMC01US002,Parking lot
PTG0091-EV-UMC01GH001,Logo Sign
PTG0091-EV-UMC01BB001,Fire Extinguisher 1
PTG0091-EV-UMC01BB002,Fire Extinguisher 2
PTG0091-EV-AJA01GT001,Transformer
PTG0091-EV-BFA01GH001,MDB
PTG0091-EV-BTL01GU201,DC Charger 125kW
PTG0091-EV-BTL01GU201-A01,DC Charger Power Module
PTG0091-EV-BTL01GU201-A11,DC Charger Controller
PTG0091-EV-BTL01GU201-A21,DC Charger Auxillary
PTG0091-EV-BTL01GU201-A31,DC Charger Meter
PTG0091-EV-BTL01GU201-A41,DC Charger Filter
PTG0091-EV-BTL01GU201-A51,DC Charger Charging Gun
PTG0091-EV-BTL01GU201-A61,DC Charger Contactor
PTG0091-EV-BTL01GU201-A71,DC Charger Breaker (CB DS MS RCD)
PTG0091-EV-BTL01GU201-A81,DC Charger SECC
EGT0084-EV-BTL01GU160-H01,SIM for Charger 60
